笔序号,方向,起点时间,起点类型,起点价格,终点时间,终点类型,终点价格,无包含K数,内部分型数,价差力度,涨跌幅,原始K起点,原始K终点,内部无包含K时间,内部分型
103,↑ 向上,2026-01-06 08:30:00+00:00,底分型,89.55395074434,2026-01-06 10:30:00+00:00,顶分型,111.40991252945928,21,6,21.86,0.2441,2026-01-06 08:20:00+00:00,2026-01-06 10:40:00+00:00,2026-01-06T08:20:00+00:00 | 2026-01-06T08:30:00+00:00 | 2026-01-06T08:35:00+00:00 | 2026-01-06T08:45:00+00:00 | 2026-01-06T08:50:00+00:00 | 2026-01-06T09:00:00+00:00 | 2026-01-06T09:05:00+00:00 | 2026-01-06T09:10:00+00:00 | 2026-01-06T09:20:00+00:00 | 2026-01-06T09:35:00+00:00 | 2026-01-06T09:40:00+00:00 | 2026-01-06T09:45:00+00:00 | 2026-01-06T09:50:00+00:00 | 2026-01-06T09:55:00+00:00 | 2026-01-06T10:00:00+00:00 | 2026-01-06T10:10:00+00:00 | 2026-01-06T10:15:00+00:00 | 2026-01-06T10:20:00+00:00 | 2026-01-06T10:25:00+00:00 | 2026-01-06T10:30:00+00:00 | 2026-01-06T10:40:00+00:00,2026-01-06T08:30:00+00:00:D:89.5539507443 | 2026-01-06T09:05:00+00:00:G:97.2197560766 | 2026-01-06T09:20:00+00:00:D:92.6073698529 | 2026-01-06T09:40:00+00:00:G:96.6694366986 | 2026-01-06T09:45:00+00:00:D:93.3443709535 | 2026-01-06T10:30:00+00:00:G:111.409912529
104,↓ 向下,2026-01-06 10:30:00+00:00,顶分型,111.40991252945928,2026-01-06 11:20:00+00:00,底分型,102.65541518754767,8,2,8.75,-0.0786,2026-01-06 10:25:00+00:00,2026-01-06 11:25:00+00:00,2026-01-06T10:25:00+00:00 | 2026-01-06T10:30:00+00:00 | 2026-01-06T10:50:00+00:00 | 2026-01-06T10:55:00+00:00 | 2026-01-06T11:05:00+00:00 | 2026-01-06T11:10:00+00:00 | 2026-01-06T11:20:00+00:00 | 2026-01-06T11:25:00+00:00,2026-01-06T10:30:00+00:00:G:111.409912529 | 2026-01-06T11:20:00+00:00:D:102.655415188
105,↑ 向上,2026-01-06 11:20:00+00:00,底分型,102.65541518754767,2026-01-06 11:40:00+00:00,顶分型,107.93998492290854,6,4,5.28,0.0515,2026-01-06 11:10:00+00:00,2026-01-06 11:45:00+00:00,2026-01-06T11:10:00+00:00 | 2026-01-06T11:20:00+00:00 | 2026-01-06T11:25:00+00:00 | 2026-01-06T11:35:00+00:00 | 2026-01-06T11:40:00+00:00 | 2026-01-06T11:45:00+00:00,2026-01-06T11:20:00+00:00:D:102.655415188 | 2026-01-06T11:25:00+00:00:G:106.76508532 | 2026-01-06T11:35:00+00:00:D:102.792685232 | 2026-01-06T11:40:00+00:00:G:107.939984923
106,↓ 向下,2026-01-06 11:40:00+00:00,顶分型,107.93998492290854,2026-01-06 12:45:00+00:00,底分型,88.46300700071127,15,2,19.48,-0.1804,2026-01-06 11:30:00+00:00,2026-01-06 12:50:00+00:00,2026-01-06T11:35:00+00:00 | 2026-01-06T11:40:00+00:00 | 2026-01-06T11:45:00+00:00 | 2026-01-06T11:50:00+00:00 | 2026-01-06T11:55:00+00:00 | 2026-01-06T12:00:00+00:00 | 2026-01-06T12:05:00+00:00 | 2026-01-06T12:10:00+00:00 | 2026-01-06T12:15:00+00:00 | 2026-01-06T12:20:00+00:00 | 2026-01-06T12:25:00+00:00 | 2026-01-06T12:30:00+00:00 | 2026-01-06T12:40:00+00:00 | 2026-01-06T12:45:00+00:00 | 2026-01-06T12:50:00+00:00,2026-01-06T11:40:00+00:00:G:107.939984923 | 2026-01-06T12:45:00+00:00:D:88.4630070007
107,↑ 向上,2026-01-06 12:45:00+00:00,底分型,88.46300700071127,2026-01-06 13:20:00+00:00,顶分型,97.75733366280588,9,2,9.29,0.1051,2026-01-06 12:40:00+00:00,2026-01-06 13:25:00+00:00,2026-01-06T12:40:00+00:00 | 2026-01-06T12:45:00+00:00 | 2026-01-06T12:50:00+00:00 | 2026-01-06T12:55:00+00:00 | 2026-01-06T13:00:00+00:00 | 2026-01-06T13:05:00+00:00 | 2026-01-06T13:15:00+00:00 | 2026-01-06T13:20:00+00:00 | 2026-01-06T13:25:00+00:00,2026-01-06T12:45:00+00:00:D:88.4630070007 | 2026-01-06T13:20:00+00:00:G:97.7573336628
108,↓ 向下,2026-01-06 13:20:00+00:00,顶分型,97.75733366280588,2026-01-06 13:40:00+00:00,底分型,92.72325855304342,6,2,5.03,-0.0515,2026-01-06 13:15:00+00:00,2026-01-06 13:45:00+00:00,2026-01-06T13:15:00+00:00 | 2026-01-06T13:20:00+00:00 | 2026-01-06T13:25:00+00:00 | 2026-01-06T13:35:00+00:00 | 2026-01-06T13:40:00+00:00 | 2026-01-06T13:45:00+00:00,2026-01-06T13:20:00+00:00:G:97.7573336628 | 2026-01-06T13:40:00+00:00:D:92.723258553
109,↑ 向上,2026-01-06 13:40:00+00:00,底分型,92.72325855304342,2026-01-06 14:55:00+00:00,顶分型,110.967879286437,13,2,18.24,0.1968,2026-01-06 13:35:00+00:00,2026-01-06 15:00:00+00:00,2026-01-06T13:35:00+00:00 | 2026-01-06T13:40:00+00:00 | 2026-01-06T13:45:00+00:00 | 2026-01-06T13:55:00+00:00 | 2026-01-06T14:00:00+00:00 | 2026-01-06T14:05:00+00:00 | 2026-01-06T14:10:00+00:00 | 2026-01-06T14:15:00+00:00 | 2026-01-06T14:20:00+00:00 | 2026-01-06T14:25:00+00:00 | 2026-01-06T14:30:00+00:00 | 2026-01-06T14:55:00+00:00 | 2026-01-06T15:00:00+00:00,2026-01-06T13:40:00+00:00:D:92.723258553 | 2026-01-06T14:55:00+00:00:G:110.967879286
110,↓ 向下,2026-01-06 14:55:00+00:00,顶分型,110.967879286437,2026-01-06 17:00:00+00:00,底分型,88.53279277522964,23,6,22.44,-0.2022,2026-01-06 14:30:00+00:00,2026-01-06 17:05:00+00:00,2026-01-06T14:30:00+00:00 | 2026-01-06T14:55:00+00:00 | 2026-01-06T15:00:00+00:00 | 2026-01-06T15:05:00+00:00 | 2026-01-06T15:15:00+00:00 | 2026-01-06T15:20:00+00:00 | 2026-01-06T15:25:00+00:00 | 2026-01-06T15:30:00+00:00 | 2026-01-06T15:35:00+00:00 | 2026-01-06T15:50:00+00:00 | 2026-01-06T15:55:00+00:00 | 2026-01-06T16:00:00+00:00 | 2026-01-06T16:05:00+00:00 | 2026-01-06T16:10:00+00:00 | 2026-01-06T16:15:00+00:00 | 2026-01-06T16:20:00+00:00 | 2026-01-06T16:25:00+00:00 | 2026-01-06T16:30:00+00:00 | 2026-01-06T16:35:00+00:00 | 2026-01-06T16:40:00+00:00 | 2026-01-06T16:45:00+00:00 | 2026-01-06T17:00:00+00:00 | 2026-01-06T17:05:00+00:00,2026-01-06T14:55:00+00:00:G:110.967879286 | 2026-01-06T15:35:00+00:00:D:101.900217311 | 2026-01-06T15:50:00+00:00:G:106.620562099 | 2026-01-06T16:00:00+00:00:D:102.444108422 | 2026-01-06T16:05:00+00:00:G:105.85000257 | 2026-01-06T17:00:00+00:00:D:88.5327927752
111,↑ 向上,2026-01-06 17:00:00+00:00,底分型,88.53279277522964,2026-01-06 19:05:00+00:00,顶分型,111.41225738501696,23,6,22.88,0.2584,2026-01-06 16:45:00+00:00,2026-01-06 19:15:00+00:00,2026-01-06T16:45:00+00:00 | 2026-01-06T17:00:00+00:00 | 2026-01-06T17:05:00+00:00 | 2026-01-06T17:10:00+00:00 | 2026-01-06T17:15:00+00:00 | 2026-01-06T17:25:00+00:00 | 2026-01-06T17:30:00+00:00 | 2026-01-06T17:45:00+00:00 | 2026-01-06T17:50:00+00:00 | 2026-01-06T18:00:00+00:00 | 2026-01-06T18:05:00+00:00 | 2026-01-06T18:10:00+00:00 | 2026-01-06T18:15:00+00:00 | 2026-01-06T18:25:00+00:00 | 2026-01-06T18:30:00+00:00 | 2026-01-06T18:35:00+00:00 | 2026-01-06T18:40:00+00:00 | 2026-01-06T18:45:00+00:00 | 2026-01-06T18:50:00+00:00 | 2026-01-06T18:55:00+00:00 | 2026-01-06T19:00:00+00:00 | 2026-01-06T19:05:00+00:00 | 2026-01-06T19:15:00+00:00,2026-01-06T17:00:00+00:00:D:88.5327927752 | 2026-01-06T17:30:00+00:00:G:97.7635024054 | 2026-01-06T17:50:00+00:00:D:93.7447404286 | 2026-01-06T18:55:00+00:00:G:110.810670127 | 2026-01-06T19:00:00+00:00:D:108.360259527 | 2026-01-06T19:05:00+00:00:G:111.412257385
112,↓ 向下,2026-01-06 19:05:00+00:00,顶分型,111.41225738501696,2026-01-06 21:20:00+00:00,底分型,88.82535769470702,22,6,22.59,-0.2027,2026-01-06 19:00:00+00:00,2026-01-06 21:25:00+00:00,2026-01-06T19:00:00+00:00 | 2026-01-06T19:05:00+00:00 | 2026-01-06T19:15:00+00:00 | 2026-01-06T19:25:00+00:00 | 2026-01-06T19:30:00+00:00 | 2026-01-06T19:45:00+00:00 | 2026-01-06T19:50:00+00:00 | 2026-01-06T19:55:00+00:00 | 2026-01-06T20:15:00+00:00 | 2026-01-06T20:20:00+00:00 | 2026-01-06T20:25:00+00:00 | 2026-01-06T20:30:00+00:00 | 2026-01-06T20:35:00+00:00 | 2026-01-06T20:40:00+00:00 | 2026-01-06T20:45:00+00:00 | 2026-01-06T20:50:00+00:00 | 2026-01-06T20:55:00+00:00 | 2026-01-06T21:00:00+00:00 | 2026-01-06T21:05:00+00:00 | 2026-01-06T21:10:00+00:00 | 2026-01-06T21:20:00+00:00 | 2026-01-06T21:25:00+00:00,2026-01-06T19:05:00+00:00:G:111.412257385 | 2026-01-06T19:45:00+00:00:D:102.188551672 | 2026-01-06T19:55:00+00:00:G:106.077215561 | 2026-01-06T21:05:00+00:00:D:89.0747942405 | 2026-01-06T21:10:00+00:00:G:92.2855025715 | 2026-01-06T21:20:00+00:00:D:88.8253576947
113,↑ 向上,2026-01-06 21:20:00+00:00,底分型,88.82535769470702,2026-01-06 23:15:00+00:00,顶分型,112.1854404477716,21,6,23.36,0.263,2026-01-06 21:10:00+00:00,2026-01-06 23:25:00+00:00,2026-01-06T21:10:00+00:00 | 2026-01-06T21:20:00+00:00 | 2026-01-06T21:25:00+00:00 | 2026-01-06T21:30:00+00:00 | 2026-01-06T21:35:00+00:00 | 2026-01-06T21:50:00+00:00 | 2026-01-06T21:55:00+00:00 | 2026-01-06T22:10:00+00:00 | 2026-01-06T22:20:00+00:00 | 2026-01-06T22:25:00+00:00 | 2026-01-06T22:30:00+00:00 | 2026-01-06T22:35:00+00:00 | 2026-01-06T22:40:00+00:00 | 2026-01-06T22:45:00+00:00 | 2026-01-06T22:50:00+00:00 | 2026-01-06T22:55:00+00:00 | 2026-01-06T23:00:00+00:00 | 2026-01-06T23:05:00+00:00 | 2026-01-06T23:10:00+00:00 | 2026-01-06T23:15:00+00:00 | 2026-01-06T23:25:00+00:00,2026-01-06T21:20:00+00:00:D:88.8253576947 | 2026-01-06T21:55:00+00:00:G:98.871671685 | 2026-01-06T22:10:00+00:00:D:94.3790698625 | 2026-01-06T22:20:00+00:00:G:98.2522916407 | 2026-01-06T22:25:00+00:00:D:95.213732921 | 2026-01-06T23:15:00+00:00:G:112.185440448
114,↓ 向下,2026-01-06 23:15:00+00:00,顶分型,112.1854404477716,2026-01-07 01:20:00+00:00,底分型,87.59925675269392,20,4,24.59,-0.2192,2026-01-06 23:10:00+00:00,2026-01-07 01:25:00+00:00,2026-01-06T23:10:00+00:00 | 2026-01-06T23:15:00+00:00 | 2026-01-06T23:25:00+00:00 | 2026-01-06T23:35:00+00:00 | 2026-01-06T23:40:00+00:00 | 2026-01-06T23:50:00+00:00 | 2026-01-07T00:00:00+00:00 | 2026-01-07T00:05:00+00:00 | 2026-01-07T00:15:00+00:00 | 2026-01-07T00:25:00+00:00 | 2026-01-07T00:30:00+00:00 | 2026-01-07T00:35:00+00:00 | 2026-01-07T00:40:00+00:00 | 2026-01-07T00:45:00+00:00 | 2026-01-07T00:50:00+00:00 | 2026-01-07T00:55:00+00:00 | 2026-01-07T01:10:00+00:00 | 2026-01-07T01:15:00+00:00 | 2026-01-07T01:20:00+00:00 | 2026-01-07T01:25:00+00:00,2026-01-06T23:15:00+00:00:G:112.185440448 | 2026-01-07T00:00:00+00:00:D:101.436701408 | 2026-01-07T00:15:00+00:00:G:105.526357773 | 2026-01-07T01:20:00+00:00:D:87.5992567527
115,↑ 向上,2026-01-07 01:20:00+00:00,底分型,87.59925675269392,2026-01-07 03:30:00+00:00,顶分型,112.40455765660947,19,6,24.81,0.2832,2026-01-07 01:15:00+00:00,2026-01-07 03:35:00+00:00,2026-01-07T01:15:00+00:00 | 2026-01-07T01:20:00+00:00 | 2026-01-07T01:35:00+00:00 | 2026-01-07T01:40:00+00:00 | 2026-01-07T01:45:00+00:00 | 2026-01-07T01:50:00+00:00 | 2026-01-07T02:05:00+00:00 | 2026-01-07T02:30:00+00:00 | 2026-01-07T02:35:00+00:00 | 2026-01-07T02:40:00+00:00 | 2026-01-07T02:45:00+00:00 | 2026-01-07T02:55:00+00:00 | 2026-01-07T03:00:00+00:00 | 2026-01-07T03:05:00+00:00 | 2026-01-07T03:10:00+00:00 | 2026-01-07T03:20:00+00:00 | 2026-01-07T03:25:00+00:00 | 2026-01-07T03:30:00+00:00 | 2026-01-07T03:35:00+00:00,2026-01-07T01:20:00+00:00:D:87.5992567527 | 2026-01-07T02:05:00+00:00:G:98.7863207913 | 2026-01-07T02:30:00+00:00:D:94.3516573643 | 2026-01-07T03:20:00+00:00:G:110.981508915 | 2026-01-07T03:25:00+00:00:D:107.551549316 | 2026-01-07T03:30:00+00:00:G:112.404557657
116,↓ 向下,2026-01-07 03:30:00+00:00,顶分型,112.40455765660947,2026-01-07 05:40:00+00:00,底分型,88.07458815965987,23,6,24.33,-0.2165,2026-01-07 03:25:00+00:00,2026-01-07 05:45:00+00:00,2026-01-07T03:25:00+00:00 | 2026-01-07T03:30:00+00:00 | 2026-01-07T03:40:00+00:00 | 2026-01-07T03:45:00+00:00 | 2026-01-07T03:50:00+00:00 | 2026-01-07T03:55:00+00:00 | 2026-01-07T04:00:00+00:00 | 2026-01-07T04:05:00+00:00 | 2026-01-07T04:10:00+00:00 | 2026-01-07T04:20:00+00:00 | 2026-01-07T04:25:00+00:00 | 2026-01-07T04:30:00+00:00 | 2026-01-07T04:45:00+00:00 | 2026-01-07T04:50:00+00:00 | 2026-01-07T04:55:00+00:00 | 2026-01-07T05:00:00+00:00 | 2026-01-07T05:05:00+00:00 | 2026-01-07T05:10:00+00:00 | 2026-01-07T05:15:00+00:00 | 2026-01-07T05:20:00+00:00 | 2026-01-07T05:35:00+00:00 | 2026-01-07T05:40:00+00:00 | 2026-01-07T05:45:00+00:00,2026-01-07T03:30:00+00:00:G:112.404557657 | 2026-01-07T04:10:00+00:00:D:100.926677306 | 2026-01-07T04:20:00+00:00:G:104.364431139 | 2026-01-07T04:25:00+00:00:D:100.710572387 | 2026-01-07T04:30:00+00:00:G:104.306839008 | 2026-01-07T05:40:00+00:00:D:88.0745881597
117,↑ 向上,2026-01-07 05:40:00+00:00,底分型,88.07458815965987,2026-01-07 06:20:00+00:00,顶分型,99.22824747548019,10,2,11.15,0.1266,2026-01-07 05:25:00+00:00,2026-01-07 06:25:00+00:00,2026-01-07T05:35:00+00:00 | 2026-01-07T05:40:00+00:00 | 2026-01-07T05:45:00+00:00 | 2026-01-07T05:50:00+00:00 | 2026-01-07T05:55:00+00:00 | 2026-01-07T06:00:00+00:00 | 2026-01-07T06:05:00+00:00 | 2026-01-07T06:15:00+00:00 | 2026-01-07T06:20:00+00:00 | 2026-01-07T06:25:00+00:00,2026-01-07T05:40:00+00:00:D:88.0745881597 | 2026-01-07T06:20:00+00:00:G:99.2282474755
118,↓ 向下,2026-01-07 06:20:00+00:00,顶分型,99.22824747548019,2026-01-07 06:40:00+00:00,底分型,95.62149998138698,6,4,3.61,-0.0363,2026-01-07 06:10:00+00:00,2026-01-07 06:50:00+00:00,2026-01-07T06:15:00+00:00 | 2026-01-07T06:20:00+00:00 | 2026-01-07T06:25:00+00:00 | 2026-01-07T06:30:00+00:00 | 2026-01-07T06:40:00+00:00 | 2026-01-07T06:50:00+00:00,2026-01-07T06:20:00+00:00:G:99.2282474755 | 2026-01-07T06:25:00+00:00:D:95.7388011146 | 2026-01-07T06:30:00+00:00:G:98.9359649237 | 2026-01-07T06:40:00+00:00:D:95.6214999814
119,↑ 向上,2026-01-07 06:40:00+00:00,底分型,95.62149998138698,2026-01-07 07:35:00+00:00,顶分型,112.08794609929859,12,2,16.47,0.1722,2026-01-07 06:30:00+00:00,2026-01-07 07:45:00+00:00,2026-01-07T06:30:00+00:00 | 2026-01-07T06:40:00+00:00 | 2026-01-07T06:50:00+00:00 | 2026-01-07T07:00:00+00:00 | 2026-01-07T07:05:00+00:00 | 2026-01-07T07:10:00+00:00 | 2026-01-07T07:15:00+00:00 | 2026-01-07T07:20:00+00:00 | 2026-01-07T07:25:00+00:00 | 2026-01-07T07:30:00+00:00 | 2026-01-07T07:35:00+00:00 | 2026-01-07T07:45:00+00:00,2026-01-07T06:40:00+00:00:D:95.6214999814 | 2026-01-07T07:35:00+00:00:G:112.087946099
120,↓ 向下,2026-01-07 07:35:00+00:00,顶分型,112.08794609929859,2026-01-07 08:40:00+00:00,底分型,99.97904156261623,10,2,12.11,-0.108,2026-01-07 07:30:00+00:00,2026-01-07 08:45:00+00:00,2026-01-07T07:30:00+00:00 | 2026-01-07T07:35:00+00:00 | 2026-01-07T07:45:00+00:00 | 2026-01-07T07:55:00+00:00 | 2026-01-07T08:00:00+00:00 | 2026-01-07T08:05:00+00:00 | 2026-01-07T08:15:00+00:00 | 2026-01-07T08:20:00+00:00 | 2026-01-07T08:40:00+00:00 | 2026-01-07T08:45:00+00:00,2026-01-07T07:35:00+00:00:G:112.087946099 | 2026-01-07T08:40:00+00:00:D:99.9790415626
121,↑ 向上,2026-01-07 08:40:00+00:00,底分型,99.97904156261623,2026-01-07 09:00:00+00:00,顶分型,104.05152568215637,6,2,4.07,0.0407,2026-01-07 08:20:00+00:00,2026-01-07 09:05:00+00:00,2026-01-07T08:20:00+00:00 | 2026-01-07T08:40:00+00:00 | 2026-01-07T08:45:00+00:00 | 2026-01-07T08:50:00+00:00 | 2026-01-07T09:00:00+00:00 | 2026-01-07T09:05:00+00:00,2026-01-07T08:40:00+00:00:D:99.9790415626 | 2026-01-07T09:00:00+00:00:G:104.051525682
122,↓ 向下,2026-01-07 09:00:00+00:00,顶分型,104.05152568215637,2026-01-07 09:50:00+00:00,底分型,87.62761787095029,13,2,16.42,-0.1578,2026-01-07 08:50:00+00:00,2026-01-07 09:55:00+00:00,2026-01-07T08:50:00+00:00 | 2026-01-07T09:00:00+00:00 | 2026-01-07T09:05:00+00:00 | 2026-01-07T09:10:00+00:00 | 2026-01-07T09:15:00+00:00 | 2026-01-07T09:20:00+00:00 | 2026-01-07T09:25:00+00:00 | 2026-01-07T09:30:00+00:00 | 2026-01-07T09:35:00+00:00 | 2026-01-07T09:40:00+00:00 | 2026-01-07T09:45:00+00:00 | 2026-01-07T09:50:00+00:00 | 2026-01-07T09:55:00+00:00,2026-01-07T09:00:00+00:00:G:104.051525682 | 2026-01-07T09:50:00+00:00:D:87.627617871
123,↑ 向上,2026-01-07 09:50:00+00:00,底分型,87.62761787095029,2026-01-07 12:00:00+00:00,顶分型,112.00408450558245,24,4,24.38,0.2782,2026-01-07 09:45:00+00:00,2026-01-07 12:05:00+00:00,2026-01-07T09:45:00+00:00 | 2026-01-07T09:50:00+00:00 | 2026-01-07T09:55:00+00:00 | 2026-01-07T10:00:00+00:00 | 2026-01-07T10:05:00+00:00 | 2026-01-07T10:10:00+00:00 | 2026-01-07T10:15:00+00:00 | 2026-01-07T10:20:00+00:00 | 2026-01-07T10:25:00+00:00 | 2026-01-07T10:35:00+00:00 | 2026-01-07T10:40:00+00:00 | 2026-01-07T10:50:00+00:00 | 2026-01-07T10:55:00+00:00 | 2026-01-07T11:10:00+00:00 | 2026-01-07T11:15:00+00:00 | 2026-01-07T11:20:00+00:00 | 2026-01-07T11:25:00+00:00 | 2026-01-07T11:30:00+00:00 | 2026-01-07T11:35:00+00:00 | 2026-01-07T11:40:00+00:00 | 2026-01-07T11:45:00+00:00 | 2026-01-07T11:50:00+00:00 | 2026-01-07T12:00:00+00:00 | 2026-01-07T12:05:00+00:00,2026-01-07T09:50:00+00:00:D:87.627617871 | 2026-01-07T10:50:00+00:00:G:99.9592077872 | 2026-01-07T10:55:00+00:00:D:95.8702259106 | 2026-01-07T12:00:00+00:00:G:112.004084506
124,↓ 向下,2026-01-07 12:00:00+00:00,顶分型,112.00408450558245,2026-01-07 14:05:00+00:00,底分型,87.12087124398333,21,4,24.88,-0.2222,2026-01-07 11:50:00+00:00,2026-01-07 14:10:00+00:00,2026-01-07T11:50:00+00:00 | 2026-01-07T12:00:00+00:00 | 2026-01-07T12:05:00+00:00 | 2026-01-07T12:10:00+00:00 | 2026-01-07T12:15:00+00:00 | 2026-01-07T12:20:00+00:00 | 2026-01-07T12:25:00+00:00 | 2026-01-07T12:30:00+00:00 | 2026-01-07T12:40:00+00:00 | 2026-01-07T12:45:00+00:00 | 2026-01-07T12:55:00+00:00 | 2026-01-07T13:10:00+00:00 | 2026-01-07T13:15:00+00:00 | 2026-01-07T13:25:00+00:00 | 2026-01-07T13:30:00+00:00 | 2026-01-07T13:35:00+00:00 | 2026-01-07T13:40:00+00:00 | 2026-01-07T13:50:00+00:00 | 2026-01-07T13:55:00+00:00 | 2026-01-07T14:05:00+00:00 | 2026-01-07T14:10:00+00:00,2026-01-07T12:00:00+00:00:G:112.004084506 | 2026-01-07T12:45:00+00:00:D:99.3370297968 | 2026-01-07T13:10:00+00:00:G:104.003745537 | 2026-01-07T14:05:00+00:00:D:87.120871244
125,↑ 向上,2026-01-07 14:05:00+00:00,底分型,87.12087124398333,2026-01-07 16:05:00+00:00,顶分型,112.55355135897362,19,6,25.43,0.2919,2026-01-07 13:55:00+00:00,2026-01-07 16:10:00+00:00,2026-01-07T13:55:00+00:00 | 2026-01-07T14:05:00+00:00 | 2026-01-07T14:10:00+00:00 | 2026-01-07T14:20:00+00:00 | 2026-01-07T14:25:00+00:00 | 2026-01-07T14:55:00+00:00 | 2026-01-07T15:10:00+00:00 | 2026-01-07T15:15:00+00:00 | 2026-01-07T15:20:00+00:00 | 2026-01-07T15:25:00+00:00 | 2026-01-07T15:30:00+00:00 | 2026-01-07T15:35:00+00:00 | 2026-01-07T15:40:00+00:00 | 2026-01-07T15:45:00+00:00 | 2026-01-07T15:50:00+00:00 | 2026-01-07T15:55:00+00:00 | 2026-01-07T16:00:00+00:00 | 2026-01-07T16:05:00+00:00 | 2026-01-07T16:10:00+00:00,2026-01-07T14:05:00+00:00:D:87.120871244 | 2026-01-07T14:55:00+00:00:G:100.417922848 | 2026-01-07T15:10:00+00:00:D:96.2295428806 | 2026-01-07T15:15:00+00:00:G:100.147712831 | 2026-01-07T15:20:00+00:00:D:97.2556452543 | 2026-01-07T16:05:00+00:00:G:112.553551359
126,↓ 向下,2026-01-07 16:05:00+00:00,顶分型,112.55355135897362,2026-01-07 18:10:00+00:00,底分型,88.1201122350361,19,6,24.43,-0.2171,2026-01-07 16:00:00+00:00,2026-01-07 18:20:00+00:00,2026-01-07T16:00:00+00:00 | 2026-01-07T16:05:00+00:00 | 2026-01-07T16:20:00+00:00 | 2026-01-07T16:30:00+00:00 | 2026-01-07T16:35:00+00:00 | 2026-01-07T16:45:00+00:00 | 2026-01-07T16:50:00+00:00 | 2026-01-07T17:15:00+00:00 | 2026-01-07T17:20:00+00:00 | 2026-01-07T17:25:00+00:00 | 2026-01-07T17:35:00+00:00 | 2026-01-07T17:40:00+00:00 | 2026-01-07T17:45:00+00:00 | 2026-01-07T17:50:00+00:00 | 2026-01-07T17:55:00+00:00 | 2026-01-07T18:00:00+00:00 | 2026-01-07T18:05:00+00:00 | 2026-01-07T18:10:00+00:00 | 2026-01-07T18:20:00+00:00,2026-01-07T16:05:00+00:00:G:112.553551359 | 2026-01-07T17:15:00+00:00:D:99.478622934 | 2026-01-07T17:20:00+00:00:G:103.090726689 | 2026-01-07T17:25:00+00:00:D:98.9783054053 | 2026-01-07T17:35:00+00:00:G:102.073456066 | 2026-01-07T18:10:00+00:00:D:88.120112235
127,↑ 向上,2026-01-07 18:10:00+00:00,底分型,88.1201122350361,2026-01-07 20:25:00+00:00,顶分型,112.85866737381562,19,4,24.74,0.2807,2026-01-07 18:05:00+00:00,2026-01-07 20:30:00+00:00,2026-01-07T18:05:00+00:00 | 2026-01-07T18:10:00+00:00 | 2026-01-07T18:25:00+00:00 | 2026-01-07T18:35:00+00:00 | 2026-01-07T18:45:00+00:00 | 2026-01-07T18:50:00+00:00 | 2026-01-07T18:55:00+00:00 | 2026-01-07T19:00:00+00:00 | 2026-01-07T19:10:00+00:00 | 2026-01-07T19:15:00+00:00 | 2026-01-07T19:20:00+00:00 | 2026-01-07T19:40:00+00:00 | 2026-01-07T19:45:00+00:00 | 2026-01-07T19:50:00+00:00 | 2026-01-07T19:55:00+00:00 | 2026-01-07T20:00:00+00:00 | 2026-01-07T20:05:00+00:00 | 2026-01-07T20:25:00+00:00 | 2026-01-07T20:30:00+00:00,2026-01-07T18:10:00+00:00:D:88.120112235 | 2026-01-07T19:10:00+00:00:G:101.173539598 | 2026-01-07T19:20:00+00:00:D:97.2239787632 | 2026-01-07T20:25:00+00:00:G:112.858667374
128,↓ 向下,2026-01-07 20:25:00+00:00,顶分型,112.85866737381562,2026-01-07 21:15:00+00:00,底分型,98.8238082317923,12,2,14.03,-0.1244,2026-01-07 20:05:00+00:00,2026-01-07 21:25:00+00:00,2026-01-07T20:05:00+00:00 | 2026-01-07T20:25:00+00:00 | 2026-01-07T20:30:00+00:00 | 2026-01-07T20:35:00+00:00 | 2026-01-07T20:40:00+00:00 | 2026-01-07T20:50:00+00:00 | 2026-01-07T20:55:00+00:00 | 2026-01-07T21:00:00+00:00 | 2026-01-07T21:05:00+00:00 | 2026-01-07T21:10:00+00:00 | 2026-01-07T21:15:00+00:00 | 2026-01-07T21:25:00+00:00,2026-01-07T20:25:00+00:00:G:112.858667374 | 2026-01-07T21:15:00+00:00:D:98.8238082318
129,↑ 向上,2026-01-07 21:15:00+00:00,底分型,98.8238082317923,2026-01-07 21:40:00+00:00,顶分型,102.48764913186821,6,2,3.66,0.0371,2026-01-07 21:10:00+00:00,2026-01-07 21:45:00+00:00,2026-01-07T21:10:00+00:00 | 2026-01-07T21:15:00+00:00 | 2026-01-07T21:30:00+00:00 | 2026-01-07T21:35:00+00:00 | 2026-01-07T21:40:00+00:00 | 2026-01-07T21:45:00+00:00,2026-01-07T21:15:00+00:00:D:98.8238082318 | 2026-01-07T21:40:00+00:00:G:102.487649132
130,↓ 向下,2026-01-07 21:40:00+00:00,顶分型,102.48764913186821,2026-01-07 22:20:00+00:00,底分型,87.2918460474144,9,2,15.2,-0.1483,2026-01-07 21:35:00+00:00,2026-01-07 22:30:00+00:00,2026-01-07T21:35:00+00:00 | 2026-01-07T21:40:00+00:00 | 2026-01-07T21:50:00+00:00 | 2026-01-07T21:55:00+00:00 | 2026-01-07T22:05:00+00:00 | 2026-01-07T22:10:00+00:00 | 2026-01-07T22:15:00+00:00 | 2026-01-07T22:20:00+00:00 | 2026-01-07T22:30:00+00:00,2026-01-07T21:40:00+00:00:G:102.487649132 | 2026-01-07T22:20:00+00:00:D:87.2918460474
